citation_type,court_code,CountryId,CourtId,CourtName,country,country1_spa,country2_spa,country3_spa_official,country_adj_spa,country_adj_spa2,court_eng1,court_eng2,court_loc1,court_loc2,court_spa1,court_spa2
1,4,64,182,Court of Appeal,Finland,Finlandia,,República de Finlandia,finlandesa,,Court of Appeal,,hovioikeus,,Tribunal de Apelación,
1,9,64,183,Other court,Finland,Finlandia,,República de Finlandia,finlandesa,,Other or unspecified court,,,,,
1,1,65,184,Constitutional Council,France,Francia,,República Francesa,francesa,,Constitutional Council,,Conseil Constitutionnel,,Consejo Constitucional,
1,2,65,185,Council of State,France,Francia,,República Francesa,francesa,,Council of State,,Conseil d'État,,Consejo de Estado,
1,3,65,186,Court of Cassation,France,Francia,,República Francesa,francesa,,Court of Cassation,,Cour de Cassation,,Tribunal de Casación,
1,9,65,187,Other court,France,Francia,,República Francesa,francesa,,Other or unspecified court,,,,,
1,1,66,188,Court of Appeal,French Polynesia,Polinesia Francesa,,Polinesia Francesa,polinesia,,Court of Appeal,,,,Corte de Apelaciones,
1,9,66,189,Other court,French Polynesia,Polinesia Francesa,,Polinesia Francesa,polinesia,,Other or unspecified court,,,,,
1,1,67,190,Judicial Supreme Cour,Gabon,Gabón,,República Gabonesa,gabonesa,,Judicial Supreme Cour,,Cour de Cassation,,Corte Suprema Judicial,
1,9,67,192,Other court,Gabon,Gabón,,República Gabonesa,gabonesa,,Other or unspecified court,,,,,
1,1,68,195,Constitutional Court,Georgia,Georgia,,Georgia,georgania,,Constitutional Court,,,,Corte Constitucional,
1,2,68,196,Supreme Court,Georgia,Georgia,,Georgia,georgania,,Supreme Court,,,,Corte Suprema,
1,9,68,197,Other court,Georgia,Georgia,,Georgia,georgania,,Other or unspecified court,,,,,
1,1,69,198,Federal Constitutional Court,Germany,Alemania,,República Federal de Alemania,alemana,,Federal Constitutional Court,,Bundesverfassungsgericht,,Tribunal Constitucional Federal de Alemania,Corte Constitucional Federal de Alemania
1,2,69,199,Federal Court of Justice,Germany,Alemania,,República Federal de Alemania,alemana,,Federal Court of Justice,,Bundesgerichtshof,,Tribunal Federal de Justicia,Corte Federal de Justicia
1,9,69,200,Other court,Germany,Alemania,,República Federal de Alemania,alemana,,Other or unspecified court,,,,,
1,1,70,201,Supreme Court,Ghana,Ghana,,República de Ghana,ghanesa,,Supreme Court,,,,Corte Suprema,
1,9,70,202,Other court,Ghana,Ghana,,República de Ghana,ghanesa,,Other or unspecified court,,,,,
1,1,71,203,Supreme Civil and Criminal Court,Greece,Grecia,,República Helénica,griega,,Supreme Civil and Criminal Court,,Areios Pagos,,Tribunal Supremo,Tribunal Supremo de lo Civil y lo Criminal
1,2,71,204,Council of State,Greece,Grecia,,República Helénica,griega,,Council of State,,Symboulio tis Epikrateias,,Consejo de Estado,
1,9,71,205,Other court,Greece,Grecia,,República Helénica,griega,,Other or unspecified court,,,,,
1,1,72,206,High Court,Greenland,Groenlandia,,Groenlandia,groenlandesa,,High Court,,,,Suprema Corte,
1,9,72,207,Other court,Greenland,Groenlandia,,Groenlandia,groenlandesa,,Other or unspecified court,,,,,
1,1,73,208,Eastern Caribbean Supreme Court,Grenada,Granada,,Granada,granadina,,Eastern Caribbean Supreme Court,,,,Suprema Corte del Caribe Oriental,
1,2,73,209,Itinerant Court of Appeal,Grenada,Granada,,Granada,granadina,,Itinerant Court of Appeal,,,,Corte de Apelaciones Itinerante,
1,9,73,210,Other court,Grenada,Granada,,Granada,granadina,,Other or unspecified court,,,,,
1,1,74,211,Federal District Court,Guam,Guam,,Guam,,,Federal District Court,,,,Corte Federal de Distrito,
1,2,74,212,Supreme Court,Guam,Guam,,Guam,,,Supreme Court,,,,Corte Suprema,
1,9,74,213,Other court,Guam,Guam,,Guam,,,Other or unspecified court,,,,,
1,1,75,214,Constitutional Court,Guatemala,Guatemala,,República de Guatemala,guatemalteca,,Constitutional Court,,Corte de Constitucionalidad,,Corte de Constitucionalidad,
1,2,75,215,Supreme Court,Guatemala,Guatemala,,República de Guatemala,guatemalteca,,Supreme Court,,Corte Suprema de Justicia,,Corte Suprema de Justicia,
1,9,75,216,Other court,Guatemala,Guatemala,,República de Guatemala,guatemalteca,,Other or unspecified court,,,,,
1,1,76,217,Constitutional Court,Guinea,Guinea,República Guinea,República Guinea,guineana,,Constitutional Court,,Cour constitutionnelle,,Corte Constitucional,Tribunal Constitucional
1,2,76,218,Supreme Court,Guinea,Guinea,República Guinea,República Guinea,guineana,,Supreme Court,,Cour Supreme ,,Corte Suprema,Tribunal Supremo
1,9,76,219,Other court,Guinea,Guinea,República Guinea,República Guinea,guineana,,Other or unspecified court,,,,,
1,1,77,220,Supreme Court,Guinea-Bissau,Guinea-Bissau,Guinea Bissau,República de Guinea-Bisáu,guineana,,Supreme Court,,,,Corte Suprema,
1,9,77,221,Other court,Guinea-Bissau,Guinea-Bissau,Guinea Bissau,República de Guinea-Bisáu,guineana,,Other or unspecified court,,,,,
1,1,78,222,High Court,Guyana,Guyana,,República Cooperativa de Guyana,guyanesa,,High Court,,,,Alta Corte,
1,2,78,223,Court of Appeal,Guyana,Guyana,,República Cooperativa de Guyana,guyanesa,,Court of Appeal,,,,Corte Judicial de Apelaciones,Corte Suprema de la Judicatura
1,9,78,224,Other court,Guyana,Guyana,,República Cooperativa de Guyana,guyanesa,,Other or unspecified court,,,,,
1,1,79,225,Court of Cassation,Haiti,Haití,,República de Haití,haitiana,,Court of Cassation,,Cour de Cassation,,Corte de Casación,
1,9,79,226,Other court,Haiti,Haití,,República de Haití,haitiana,,Other or unspecified court,,,,,
1,1,80,227,Supreme Court of Justice,Honduras,Honduras,,República de Honduras,hondureña,,Supreme Court of Justice,,Corte Suprema de Justicia,,Corte Suprema de Justicia,
1,9,80,228,Other court,Honduras,Honduras,,República de Honduras,hondureña,,Other or unspecified court,,,,,
1,1,81,229,Court of Final Appeal,Hong Kong,Hong Kong,,Región Administrativa Especial de Hong Kong de la República Popular China,hongkonesa,,Court of Final Appeal,,,,Corte de Apelaciones de Última Instancia,Tribunal de Apelación
1,9,81,230,Other court,Hong Kong,Hong Kong,,Región Administrativa Especial de Hong Kong de la República Popular China,hongkonesa,,Other or unspecified court,,,,,
1,1,82,231,Constitutional Court,Hungary,Hungría,,República de Hungría,húngara,,Constitutional Court,,Alkotmánybíróság,,Tribunal Constitucional,Corte Constitucional
1,2,82,232,Supreme Court,Hungary,Hungría,,República de Hungría,húngara,,Supreme Court,,Legfels?bb bíróság,,Tribunal Supremo,
1,9,82,233,Other court,Hungary,Hungría,,República de Hungría,húngara,,Other or unspecified court,,,,,
1,1,83,234,Supreme Court,Iceland,Islandia,,República de Islandia,islandesa,,Supreme Court,,haestirettur,,Suprema Corte de Justicia,
1,9,83,235,Other court,Iceland,Islandia,,República de Islandia,islandesa,,Other or unspecified court,,,,,
1,1,84,236,Supreme Court,India,India,,República de la India,india,,Supreme Court,,,,Corte Suprema,Suprema Corte
1,9,84,237,Other court,India,India,,República de la India,india,,Other or unspecified court,,,,,
1,1,85,238,Constitutional Court,Indonesia,Indonesia,,República de Indonesia,indonesia,,Constitutional Court,, ,,Corte Constitucional,
1,2,85,239,Supreme Court,Indonesia,Indonesia,,República de Indonesia,indonesia,,Supreme Court,,Mahkamah Agung,,Corte Suprema,
1,9,85,240,Other court,Indonesia,Indonesia,,República de Indonesia,indonesia,,Other or unspecified court,,,,,
1,1,86,241,State Supreme Court,Iran,Irán,,República Islámica de Irán,iraní,,State Supreme Court,,Qeveh Qazaieh,,Corte Suprema del Estado,
1,2,86,242,High Council of the Judiciary,Iran,Irán,,República Islámica de Irán,iraní,,High Council of the Judiciary,,,,Alto Consejo de la Judicatura,
1,9,86,243,Other court,Iran,Irán,,República Islámica de Irán,iraní,,Other or unspecified court,,,,,
1,1,87,244,Federal Supreme Court,Iraq,Irak,,República de Irak,iraquí,,Federal Supreme Court,,,,Corte Suprema Federal,
1,2,87,245,Federal Court of Cassation,Iraq,Irak,,República de Irak,iraquí,,Federal Court of Cassation,,,,Corte Federal de Casación,
1,9,87,246,Other court,Iraq,Irak,,República de Irak,iraquí,,Other or unspecified court,,,,,
1,1,88,247,Supreme Court,Ireland,Irlanda,,República de Irlanda,irlandesa,,Supreme Court,,an Chuirt Uachtarach,,Tribunal Supremo,
1,9,88,248,Other court,Ireland,Irlanda,,República de Irlanda,irlandesa,,Other or unspecified court,,,,,
1,1,89,249,High Court of Justice,Isle of Man,Isla de Man,,Isla de Man,manesa,,High Court of Justice,,,,Alta Corte de Justicia,
1,9,89,250,Other court,Isle of Man,Isla de Man,,Isla de Man,manesa,,Other or unspecified court,,,,,
1,1,90,251,Supreme Court,Israel,Israel,,Estado de Israel,israelí,,Supreme Court,,Piskei Din,,Corte Suprema de Justicia,
1,9,90,252,Other court,Israel,Israel,,Estado de Israel,israelí,,Other or unspecified court,,,,,
1,1,91,253,Constitutional Court,Italy,Italia,,República Italiana,italiana,,Constitutional Court,,Corte Constituzionale,,Tribunal Constitucional,Corte Constitucional
1,2,91,254,Supreme Court of Cassation,Italy,Italia,,República Italiana,italiana,,Supreme Court of Cassation,,Corte di cassazione,,Tribunal Supremo,Tribunal de Casación
1,9,91,255,Other court,Italy,Italia,,República Italiana,italiana,,Other or unspecified court,,,,,
1,1,92,256,Privy Council,Jamaica,Jamaica,,Jamaica,jamaiquina,jamaicana,Privy Council,,,,Comité Judicial del Consejo Privado,
1,2,92,257,Court of Appeal,Jamaica,Jamaica,,Jamaica,jamaiquina,jamaicana,Court of Appeal,,,,Corte de Apelaciones,Tribunal de apelaciones
1,9,92,258,Other court,Jamaica,Jamaica,,Jamaica,jamaiquina,jamaicana,Other or unspecified court,,,,,
1,1,93,259,Supreme Court,Japan,Japón,,Japón,japonesa,,Supreme Court,,Saiko Saibansho ,,Corte Suprema,Suprema Corte
1,9,93,260,Other court,Japan,Japón,,Japón,japonesa,,Other or unspecified court,,,,,
1,1,94,261,Supreme Court (Court of Cassation),Jordan,Jordania,,Reino Hachemita de Jordania,jordana,,Supreme Court ,Court of Cassation,,,Tribunal Supremo,
1,9,94,262,Other court,Jordan,Jordania,,Reino Hachemita de Jordania,jordana,,Other or unspecified court,,,,,
1,2,95,263,Supreme Court,Kazakhstan,Kazajstán,Kazajistán,República de Kazajstán,kazaja,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,95,264,Other court,Kazakhstan,Kazajstán,Kazajistán,República de Kazajstán,kazaja,,Other or unspecified court,,,,,
1,1,96,265,Supreme Court,Kenya,Kenia,,República de Kenia,keniana,keniata,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,96,266,Other court,Kenya,Kenia,,República de Kenia,keniana,keniata,Other or unspecified court,,,,,
1,1,97,267,Court of Appeal,Kiribati,Kiribati,,República de Kiribati,kiribatiana,,Court of Appeal,,,,Tribunal de Apelaciones,
1,2,97,268,High Court,Kiribati,Kiribati,,República de Kiribati,kiribatiana,,High Court,,,,Alta Corte,Corte Suprema
1,9,97,269,Other court,Kiribati,Kiribati,,República de Kiribati,kiribatiana,,Other or unspecified court,,,,,
1,1,98,275,Constitutional Court,Kosovo,Kosovo,,República de Kosovo,kosovar,,Constitutional Court,,,,Corte Constitucional,
1,2,98,276,Supreme Court,Kosovo,Kosovo,,República de Kosovo,kosovar,,Supreme Court,,,,Corte Suprema,
1,9,98,277,Other court,Kosovo,Kosovo,,República de Kosovo,kosovar,,Other or unspecified court,,,,,
1,1,99,278,Court of Cassation,Kuwait,Kuwait,,Estado de Kuwait,kuwaití,,Court of Cassation,,,,Corte de Casación,Tribunal de Casación
1,9,99,279,Other court,Kuwait,Kuwait,,Estado de Kuwait,kuwaití,,Other or unspecified court,,,,,
1,1,100,280,Constitutional Court,Kyrgyzstan,Kirguistán,,República de Kirguistán,kirguís,kirguisa,Constitutional Court,,,,Corte Constitucional,
1,2,100,281,Supreme Court,Kyrgyzstan,Kirguistán,,República de Kirguistán,kirguís,kirguisa,Supreme Court,,,,Corte Suprema,Suprema Corte
1,9,100,282,Other court,Kyrgyzstan,Kirguistán,,República de Kirguistán,kirguís,kirguisa,Other or unspecified court,,,,,
1,1,101,283,Supreme Court,Laos,Laos,,República Democrática Popular de Laos,laosiana,,Supreme Court,,,,Corte Suprema,
1,9,101,284,Other court,Laos,Laos,,República Democrática Popular de Laos,laosiana,,Other or unspecified court,,,,,
1,2,102,285,Supreme Court,Latvia,Letonia,,República de Letonia,letona,,Supreme Court,,Augst?k?s tiesas,,Tribunal Supremo,Corte Suprema
1,9,102,286,Other court,Latvia,Letonia,,República de Letonia,letona,,Other or unspecified court,,,,,
1,1,103,287,Court of Cassation ( 4 courts),Lebanon,Líbano,,República de Líbano,libanesa,,Court of Cassation,,,,Corte de Casación,
1,9,103,288,Other court,Lebanon,Líbano,,República de Líbano,libanesa,,Other or unspecified court,,,,,
1,1,104,289,High Court,Lesotho,Lesotho,,Reino de Lesotho,lesotense,,High Court,,,,Alta Corte,
1,2,104,290,Court of Appeal,Lesotho,Lesotho,,Reino de Lesotho,lesotense,,Court of Appeal,,,,Corte de Apelaciones,
1,9,104,291,Other court,Lesotho,Lesotho,,Reino de Lesotho,lesotense,,Other or unspecified court,,,,,
1,1,105,292,Supreme Court,Liberia,Liberia,,República de Liberia,liberiana,,Supreme Court,,,,Suprema Corte,
1,9,105,293,Other court,Liberia,Liberia,,República de Liberia,liberiana,,Other or unspecified court,,,,,
1,1,106,294,Supreme Court,Libya,Libia,,República Libanesa,libia,,Supreme Court,,,,Tribunal Supremo,Corte Suprema
1,9,106,295,Other court,Libya,Libia,,República Libanesa,libia,,Other or unspecified court,,,,,
1,1,107,296,Constitutional Court,Liechtenstein,Liechtenstein,, Principado de Liechtenstein,lichtensteniana,,Constitutional Court,,,,Corte Constitucional,
1,3,107,297,Court of Appeal,Liechtenstein,Liechtenstein,, Principado de Liechtenstein,lichtensteniana,,Court of Appeal,,,,Corte de Apelaciones,
1,9,107,298,Other court,Liechtenstein,Liechtenstein,, Principado de Liechtenstein,lichtensteniana,,Other or unspecified court,,,,,
1,1,108,299,Supreme Court,Lithuania,Lituania,,República de Lituania,lituana,,Supreme Court,,Auk??iausiasis Teismas,,Tribunal Supremo,
1,2,108,300,Court of Appeal,Lithuania,Lituania,,República de Lituania,lituana,,Court of Appeal,,Apeliacinis Teismas,,Tribunal de Apelación,
1,9,108,301,Other court,Lithuania,Lituania,,República de Lituania,lituana,,Other or unspecified court,,,,,
1,1,109,302,Constitutional Court,Luxembourg,Luxembourgo,,Gran Ducado de Luxemburgo ,luxemburguesa,,Constitutional Court,,Cour Constitutionnelle,,Tribunal Constitucional,Corte Constitucional
1,2,109,303,Superior Court of Justice,Luxembourg,Luxembourgo,,Gran Ducado de Luxemburgo ,luxemburguesa,,Superior Court of Justice,,Cour Supérieure de Justice,,Tribunal Supremo de Justicia,Corte Suprema De Justicia
1,9,109,304,Other court,Luxembourg,Luxembourgo,,Gran Ducado de Luxemburgo ,luxemburguesa,,Other or unspecified court,,,,,
1,1,110,305,Court of Final Appeal,Macau ,Macao,,Macau Región Administrativa Especial,macaense,,Court of Final Appeal,,,,Tribunal de Apelación,Corte de Apelaciones
1,9,110,306,Other court,Macau ,Macao,,Macau Región Administrativa Especial,macaense,,Other or unspecified court,,,,,
1,1,111,307,Constitutional Court,Macedonia,Macedonia,,República de Macedonia,macedonia,,Constitutional Court,,,,Corte Constitucional,
1,2,111,308,Supreme Court,Macedonia,Macedonia,,República de Macedonia,macedonia,,Supreme Court,,,,Suprema Corte,
1,9,111,309,Other court,Macedonia,Macedonia,,República de Macedonia,macedonia,,Other or unspecified court,,,,,
1,1,112,310,High Constitutional Court,Madagascar,Madagascar,,República de Madagascar ,malgache,,High Constitutional Court,,,,Alta Corte Constitucional,
1,2,112,311,Supreme Court,Madagascar,Madagascar,,República de Madagascar ,malgache,,Supreme Court,,,,Corte Suprema,
1,9,112,312,Other court,Madagascar,Madagascar,,República de Madagascar ,malgache,,Other or unspecified court,,,,,
1,1,113,313,Supreme Court of Appeal,Malawi,Malaui,Malawi,República de Malaui,malauí,,Supreme Court of Appeal,,,,Corte Suprema de Apelaciones,
1,9,113,314,Other court,Malawi,Malaui,Malawi,República de Malaui,malauí,,Other or unspecified court,,,,,
1,1,114,315,Federal Court,Malaysia,Malasia,,Malasia,malasia,,Federal Court,,,,Corte Federal,
1,3,114,316,High Court of Malaya,Malaysia,Malasia,,Malasia,malasia,,High Court of Malaya ,,,,Alta Corte de Malasia,
1,9,114,317,Other Court / Sharia Courts,Malaysia,Malasia,,Malasia,malasia,,Other or unspecified court ,,,,,
1,1,115,318,Supreme Court,Maldives,Maldivas,,República de las Maldivas,maldiva,,Supreme Court,,,,Suprema Corte,
1,9,115,319,Other court,Maldives,Maldivas,,República de las Maldivas,maldiva,,Other or unspecified court,,,,,
1,1,116,320,Supreme Court,Mali,Malí,,República de Malí,malí,maliense,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,116,321,Other court,Mali,Malí,,República de Malí,malí,maliense,Other or unspecified court,,,,,
1,1,117,322,Constitutional Court,Malta,Malta,,República de Malta,maltesa,,Constitutional Court,,,,Tribunal Constitucional,
1,2,117,323,Court of Appeal,Malta,Malta,,República de Malta,maltesa,,Court of Appeal,,,,Tribunal de Apelación,
1,9,117,324,Other court,Malta,Malta,,República de Malta,maltesa,,Other or unspecified court,,,,,
1,1,118,325,Supreme Court,Marshall Islands,Islas Marshall,,República de las Islas Marshall,marshalesa,,Supreme Court,,,,Corte Suprema,
1,2,118,326,High Court,Marshall Islands,Islas Marshall,,República de las Islas Marshall,marshalesa,,High Court,,,,Alta corte,Corte Superior
1,3,118,327,Traditional Rights Court,Marshall Islands,Islas Marshall,,República de las Islas Marshall,marshalesa,,Traditional Rights Court,,,,Corte de Derechos Tradicionales,Tribunal de Derechos Tradicionales 
1,9,118,328,Other court,Marshall Islands,Islas Marshall,,República de las Islas Marshall,marshalesa,,Other or unspecified court,,,,,
1,1,119,329,Constitutional Court,Mauritania,Mauritania,,República Islámica de Mauritania,mauritana,,Constitutional Court,,Cour constitutionnelle,,Corte Constitucional,
1,2,119,330,Supreme Court,Mauritania,Mauritania,,República Islámica de Mauritania,mauritana,,Supreme Court,,Cour Supreme ,,Tribunal Superior de Justicia,Corte Suprema
1,9,119,331,Other court,Mauritania,Mauritania,,República Islámica de Mauritania,mauritana,,Other or unspecified court,,,,,
1,1,120,332,Supreme Court,Mauritius,Mauricio,,República de Mauricio,mauriciana,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,120,333,Other court,Mauritius,Mauricio,,República de Mauricio,mauriciana,,Other or unspecified court,,,,,
1,1,121,334,Supreme Court,Mexico,México,,Estados Unidos Mexicanos,mexicana,,Supreme Court,,Suprema Corte de Justicia de la Nación,,Suprema Corte de Justicia de la Nación,
1,9,121,335,Other court,Mexico,México,,Estados Unidos Mexicanos,mexicana,,Other or unspecified court,,,,,
1,1,122,338,Constitutional Court,Moldova,Moldavia,,República de Moldavia,moldava,,Constitutional Court,,Curtea Constitu?ional?,,Corte Constitucional,
1,2,122,339,Supreme Court,Moldova,Moldavia,,República de Moldavia,moldava,,Supreme Court,,Cur?ii Supreme de Justi?ie,,Corte Suprema,
1,9,122,340,Other court,Moldova,Moldavia,,República de Moldavia,moldava,,Other or unspecified court,,,,,
1,1,123,341,Supreme Court,Monaco,Mónaco,,Principado de Mónaco,monegasca,,Supreme Court,,,,Corte Suprema,
1,9,123,342,Other court,Monaco,Mónaco,,Principado de Mónaco,monegasca,,Other or unspecified court,,,,,
1,1,124,343,Constitutional court,Mongolia,Mongolia,,Mongolia,mongola,,Supreme Court,,,,Corte Suprema,
1,1,124,344,Supreme Court,Mongolia,Mongolia,,Mongolia,mongola,,Constitutional court,,Tsets,,Corte Constitucional,
1,9,124,345,Other court,Mongolia,Mongolia,,Mongolia,mongola,,Other or unspecified court,,,,,
1,1,125,346,Constitutional Court,Montenegro,Montenegro,,República de Montenegro,montenegrina,,Constitutional Court,,,,Tribunal Constitucional,Corte Constitucional
1,2,125,347,Supreme Court,Montenegro,Montenegro,,República de Montenegro,montenegrina,,Supreme Court,,,,Tribunal Supremo,Corte Suprema
1,9,125,348,Other court,Montenegro,Montenegro,,República de Montenegro,montenegrina,,Other or unspecified court,,,,,
1,1,126,349,Supreme Court,Morocco,Marruecos,,Reino de Marruecos,marroquí,,Constitutional Council,,,,Tribunal Constitucional,Consejo Constitucional
1,2,126,350,Constitutional Council,Morocco,Marruecos,,Reino de Marruecos,marroquí,,Supreme Court,,,,Tribunal Supremo,
1,9,126,351,Other court,Morocco,Marruecos,,Reino de Marruecos,marroquí,,Other or unspecified court,,,,,
1,1,127,352,Constitutional Court,Mozambique,Mozambique,,República de Mozambique,mozambiqueña,,Constitutional Court,,Conselho Constitutional,,Consejo Constitucional,Corte Constitucional
1,2,127,353,Supreme Court,Mozambique,Mozambique,,República de Mozambique,mozambiqueña,,Supreme Court,,Tribunal Supremo,,Tribunal Supremo,Corte Suprema
1,9,127,354,Other court,Mozambique,Mozambique,,República de Mozambique,mozambiqueña,,Other or unspecified court,,,,,
1,1,128,355,Supreme Court,Namibia,Namibia,,República de Namibia,namibia,,Supreme Court,,,,Tribunal Supremo,
1,9,128,356,Other court,Namibia,Namibia,,República de Namibia,namibia,,Other or unspecified court,,,,,
1,1,129,357,Supreme Court,Nauru,Nauru,,República de Nauru,nauruana,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,129,358,Other court,Nauru,Nauru,,República de Nauru,nauruana,,Other or unspecified court,,,,,
1,1,130,359,Supreme Court,Nepal,Nepal,,República Federal Democrática de Nepal,nepalesa,nepalí,Supreme Court,,Sarbochha Adalat,,Tribunal Supremo,Corte Suprema
1,9,130,360,Other court,Nepal,Nepal,,República Federal Democrática de Nepal,nepalesa,nepalí,Other or unspecified court,,,,,
1,1,131,361,Supreme Court,Netherlands,Holanda,Países Bajos,Reino de los Países Bajos,holandesa,neerlandesa,Supreme Court ,,Hoge Raad,,Tribunal Supremo,
1,9,131,362,Other court,Netherlands,Holanda,Países Bajos,Reino de los Países Bajos,holandesa,neerlandesa,Other or unspecified court,,,,,
1,1,132,363,Court of Appeal,New Caledonia,Nueva Caledonia,,Territorio de Ultramar de la Nueva Caledonia,,,Court of Appeal,,,,Corte de Apelaciones,
1,9,132,364,Other court,New Caledonia,Nueva Caledonia,,Territorio de Ultramar de la Nueva Caledonia,,,Other or unspecified court,,,,,
1,1,133,365,Supreme Court,New Zealand,Nueva Zelanda,Nueva Zelandia,Nueva Zelanda,neozelandesa,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,133,366,Other court,New Zealand,Nueva Zelanda,Nueva Zelandia,Nueva Zelanda,neozelandesa,,Other or unspecified court,,,,,
1,1,134,367,Supreme Court,Nicaragua,Nicaragua,,República de Nicaragua,nicaragüense,,Supreme Court,,Corte Suprema de Justicia,,Corte Suprema de Justicia,
1,9,134,368,Other court,Nicaragua,Nicaragua,,República de Nicaragua,nicaragüense,,Other or unspecified court,,,,,
1,1,135,369,Constitutional court,Niger,Níger,,República de Níger,nigerina,,Constitutional court,,Cour Constitutionnelle,,Corte Constitucional,
1,2,135,370,Supreme Court,Niger,Níger,,República de Níger,nigerina,,Supreme Court,,cour suprême,,Corte Suprema,
1,9,135,371,Other court,Niger,Níger,,República de Níger,nigerina,,Other or unspecified court,,,,,
1,1,136,372,Supreme Court,Nigeria,Nigeria,,República Federal de Nigeria,nigeriana,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,2,136,373,Court of Appeal,Nigeria,Nigeria,,República Federal de Nigeria,nigeriana,,Court of Appeal,,,,Corte de Apelaciones,
1,9,136,374,Other court,Nigeria,Nigeria,,República Federal de Nigeria,nigeriana,,Other or unspecified court,,,,,
1,1,137,270,Central Court,North Korea,Corea del Norte,,República Democrática Popular de Corea,norcoreana,,Central Court,,,,Corte Central,Corte Suprema
1,9,137,271,Other court,North Korea,Corea del Norte,,República Democrática Popular de Corea,norcoreana,,Other or unspecified court,,,,,
1,1,138,375,Commonwealth Supreme Court,Northern Mariana Islands,Marianas del Norte,Islas Marianas,Mancomunidad de las Islas Marianas del Norte,normariana,,Commonwealth Supreme Court,,,,,
