citation_type,court_code,CountryId,CourtId,CourtName,country,country1_spa,country2_spa,country3_spa_official,country_adj_spa,country_adj_spa2,court_eng1,court_eng2,court_loc1,court_loc2,court_spa1,court_spa2
1,9,138,377,Other court,Northern Mariana Islands,Marianas del Norte,Islas Marianas,Mancomunidad de las Islas Marianas del Norte,normariana,,Other or unspecified court,,,,,
1,1,139,378,Supreme Court,Norway,Noruega,,Reino de Noruega,noruega,,Supreme Court,,Høyesterett,,Corte Suprema,
1,2,139,379,Court of Appeal,Norway,Noruega,,Reino de Noruega,noruega,,Court of Appeal,, ,,Corte de Apelaciones,
1,9,139,380,Other court,Norway,Noruega,,Reino de Noruega,noruega,,Other or unspecified court,,,,,
1,1,140,381,Supreme Court,Oman,Omán,,Sultanato de Omán,omaní,,Supreme Court,,,,Corte Suprema,Tribunal Superior
1,9,140,382,Other court,Oman,Omán,,Sultanato de Omán,omaní,,Other or unspecified court,,,,,
1,1,141,383,Supreme Court,Pakistan,Paquistán,Pakistán,República Islámica de Paquistán,paquistaní,,Supreme Court,,,,Corte Suprema,Tribunal Superior
1,2,141,384,Federal Islamic Court,Pakistan,Paquistán,Pakistán,República Islámica de Paquistán,paquistaní,,Federal Islamic Court,,,,Corte Islámica Federal,Tribunal Federal Islámico
1,9,141,385,Other court,Pakistan,Paquistán,Pakistán,República Islámica de Paquistán,paquistaní,,Other or unspecified court,,,,,
1,1,142,386,Supreme Court,Palau,Palau,Palaos,República de Palaos,paluana,,Supreme Court,,,,Corte Suprema,
1,9,142,387,Other court,Palau,Palau,Palaos,República de Palaos,paluana,,Other or unspecified court,,,,,
1,1,143,388,Supreme Court of Justice,Panama,Panamá,,República de Panamá,panameña,,Supreme Court of Justice,,Corte Suprema de Justicia,,Corte Suprema de Justicia,
1,9,143,389,Other court,Panama,Panamá,,República de Panamá,panameña,,Other or unspecified court,,,,,
1,1,144,390,Supreme Court,Papua New Guinea,Papúa Nueva Guinea,Papúa-Nueva Guinea,Estado Independiente de Papúa Nueva Guinea,papú,,Supreme Court,,,,Tribunal Supremo,Corte Suprema
1,9,144,391,Other court,Papua New Guinea,Papúa Nueva Guinea,Papúa-Nueva Guinea,Estado Independiente de Papúa Nueva Guinea,papú,,Other or unspecified court,,,,,
1,1,145,392,Supreme Court of Justice,Paraguay,Paraguay,,República del Paraguay,paraguaya,,Supreme Court of Justice,,Corte Suprema de Justicia,,Corte Suprema de Justicia,
1,9,145,393,Other court,Paraguay,Paraguay,,República del Paraguay,paraguaya,,Other or unspecified court,,,,,
1,1,146,394,Tribunal Constitucional,Peru,Perú,,República del Perú,peruana,,Tribunal Constitucional,,,,Tribunal Constitucional,
1,2,146,395,Supreme Court of Justice,Peru,Perú,,República del Perú,peruana,,Supreme Court of Justice,,Corte Suprema,,Corte Suprema,
1,9,146,396,Other court,Peru,Perú,,República del Perú,peruana,,Other or unspecified court,,,,,
1,1,147,397,Supreme Court,Philippines,Filipinas,,República de Filipinas,filipina,,Supreme Court,,,,Tribunal Supremo,Corte Suprema
1,9,147,398,Other court,Philippines,Filipinas,,República de Filipinas,filipina,,Other or unspecified court,,,,,
1,1,148,399,Constitutional Tribunal,Poland,Polonia,,República de Polonia,polaca,,Constitutional Tribunal,,Trybunal Konstytucyjny,,Tribunal Constitucional,
1,2,148,400,Supreme Court,Poland,Polonia,,República de Polonia,polaca,,Supreme Court,,Sady Najwyzszy,,Tribunal Supremo,
1,9,148,401,Other court,Poland,Polonia,,República de Polonia,polaca,,Other or unspecified court,,,,,
1,1,149,402,Constitutional court,Portugal,Portugal,,República Portuguesa,portuguesa,,Constitutional court,,Tribunal Constitucional,,Tribunal Constitucional,
1,2,149,403,Supreme Court,Portugal,Portugal,,República Portuguesa,portuguesa,,Supreme Court,,Supremo Tribunal de Justiça ,,Tribunal Supremo de Justicia,
1,9,149,404,Other court,Portugal,Portugal,,República Portuguesa,portuguesa,,Other or unspecified court,,,,,
1,1,150,405,Supreme Court,Puerto Rico,Puerto Rico,,Estado Libre Asociado de Puerto Rico,puertorriqueña,,Supreme Court,,,,Corte Suprema,
1,2,150,406,Appellate Court,Puerto Rico,Puerto Rico,,Estado Libre Asociado de Puerto Rico,puertorriqueña,,Appellate Court,,,,Corte de Apelaciones,
1,9,150,407,Other court,Puerto Rico,Puerto Rico,,Estado Libre Asociado de Puerto Rico,puertorriqueña,,Other or unspecified court,,,,,
1,1,151,408,Supreme Constitutional Court,Qatar,Qatar,Catar,Estado de Qatar,qatarí,catarí,Supreme Constitutional Court,,,,Suprema Corte Constitucional,
1,2,151,409,Supreme Judiciary Council,Qatar,Qatar,Catar,Estado de Qatar,qatarí,catarí,Supreme Judiciary Council,,,,Supremo Consejo Judicial,
1,9,151,410,Other court,Qatar,Qatar,Catar,Estado de Qatar,qatarí,catarí,Other or unspecified court,,,,,
1,1,152,132,Supreme Court,Republic of the Congo,República del Congo,,República del Congo,congoleña,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,9,152,133,Other court,Republic of the Congo,República del Congo,,República del Congo,congoleña,,Other or unspecified court,,,,,
1,1,153,411,Constitutional Court,Romania,Rumanía,,Rumanía,rumana,,Constitutional Court,,Curtea Constitu?ional?,,Tribunal Constitucional,
1,2,153,412,High Court of Cassation,Romania,Rumanía,,Rumanía,rumana,,High Court of Cassation,,Înalta Curtea de Casa?ie ?i Justi?ie,,Tribunal Supremo de Casación y Justicia,
1,9,153,413,Other court,Romania,Rumanía,,Rumanía,rumana,,Other or unspecified court,,,,,
1,1,154,414,Constitutional Court,Russia,Rusia,,Federación de Rusia,rusa,,Constitutional Court,,Konstitutsionnii Sud Rossiiskoi Federatsii,Konstitutsionnyi Sud RF,Corte Constitucional,
1,2,154,415,Supreme Court,Russia,Rusia,,Federación de Rusia,rusa,,Supreme Court,,Verhovnii Sud Rossiiskoi Federatsii,Verkhovnyi Sud RF,Corte Suprema,
1,9,154,416,Other court,Russia,Rusia,,Federación de Rusia,rusa,,Other or unspecified court,,,,,
1,1,155,417,Supreme Court,Rwanda,Ruanda,,República de Ruanda,ruandesa,,Supreme Court,,,,Corte Suprema,
1,9,155,418,Other court,Rwanda,Ruanda,,República de Ruanda,ruandesa,,Other or unspecified court,,,,,
1,1,156,461,Eastern Caribbean Supreme Court,Saint Kitts and Nevis,San Cristóbal y Nieves,San Kitts y Nevis,Federación de San Cristóbla y Nieves,de San Cristóbals y Nieves,,Eastern Caribbean Supreme Court,,,,Corte Suprema del Caribe Oriental,
1,9,156,462,Other court,Saint Kitts and Nevis,San Cristóbal y Nieves,San Kitts y Nevis,Federación de San Cristóbla y Nieves,de San Cristóbals y Nieves,,Other or unspecified court,,,,,
1,1,157,463,Eastern Caribbean Supreme Court,Saint Lucia,Santa Lucía,,Santa Lucía,santalucense,,Eastern Caribbean Supreme Court,,,,Corte Suprema del Caribe Oriental,
1,9,157,464,Other court,Saint Lucia,Santa Lucía,,Santa Lucía,santalucense,,Other or unspecified court,,,,,
1,1,158,465,Eastern Caribbean Supreme Court,Saint Vincent and the Grenadines,San Vicente y las Granadinas,,San Vicente y las Granadinas,sanvicentina,,Eastern Caribbean Supreme Court,,,,Corte Suprema del Caribe Oriental,
1,9,158,466,Other court,Saint Vincent and the Grenadines,San Vicente y las Granadinas,,San Vicente y las Granadinas,sanvicentina,,Other or unspecified court,,,,,
1,1,159,419,Supreme Court,Samoa,Samoa,,Estado Independiente de Samoa,samoana,,Supreme Court,,,,Corte Suprema,Tribunal Superior
1,2,159,420,Court of Appeal,Samoa,Samoa,,Estado Independiente de Samoa,samoana,,Court of Appeal,,,,Corte de Apelaciones,
1,9,159,421,Other court,Samoa,Samoa,,Estado Independiente de Samoa,samoana,,Other or unspecified court,,,,,
1,1,160,422,Council of Twelve,San Marino,San Marino,,República de San Marino,sanmarinense,,Council of Twelve,,,,Consejo de los Doce,
1,9,160,423,Other court,San Marino,San Marino,,República de San Marino,sanmarinense,,Other or unspecified court,,,,,
1,1,161,424,Supreme Court,Sao Tome and Principe,Santo Tomé y Príncipe,,República Democrática de Santo Tomé y Príncipe,santotomense,,Supreme Court,,,,Corte Suprema,
1,9,161,425,Other court,Sao Tome and Principe,Santo Tomé y Príncipe,,República Democrática de Santo Tomé y Príncipe,santotomense,,Other or unspecified court,,,,,
1,1,162,426,High Court,Saudi Arabia,Arabia Saudita,Arabia Saudí,Reino de Arabia Saudí,saudita,,High Court,,,,Alta Corte,
1,9,162,427,Other court,Saudi Arabia,Arabia Saudita,Arabia Saudí,Reino de Arabia Saudí,saudita,,Other or unspecified court,,,,,
1,1,163,428,Constitutional Council,Senegal,Senegal,,República de Senegal,senegalesa,,Constitutional Council,,Conseil Constitutionnel,,Corte Constitucional,
1,2,163,429,Court of Cassation,Senegal,Senegal,,República de Senegal,senegalesa,,Court of Cassation,,Cour de Cassation,,Corte de Casación,
1,9,163,430,Other court,Senegal,Senegal,,República de Senegal,senegalesa,,Other or unspecified court,,,,,
1,1,164,431,Constitutional Court,Serbia,Serbia,,República de Serbia,serbia,,Constitutional Court,,,,Corte Constitucional,
1,2,164,432,Supreme Court of Cassation,Serbia,Serbia,,República de Serbia,serbia,,Supreme Court of Cassation,,,,Corte Suprema de Casación,
1,9,164,433,Other court,Serbia,Serbia,,República de Serbia,serbia,,Other or unspecified court,,,,,
1,1,165,434,Supreme Court,Seychelles,Seychelles,,República de Seychelles,seychellense,,Supreme Court,,,,Corte Suprema,
1,9,165,435,Other court,Seychelles,Seychelles,,República de Seychelles,seychellense,,Other or unspecified court,,,,,
1,1,166,436,Supreme Court,Sierra Leone,Sierra Leona,,República de Sierra Leona,sierraleonesa,,Supreme Court,,,,Corte Suprema,
1,9,166,437,Other court,Sierra Leone,Sierra Leona,,República de Sierra Leona,sierraleonesa,,Other or unspecified court,,,,,
1,1,167,438,Supreme Court,Singapore,Singapur,,República de Singapur,singapurense,,Supreme Court,,,,Corte Suprema,
1,2,167,439,Court of Appeals,Singapore,Singapur,,República de Singapur,singapurense,,Court of Appeals,,,,Corte de Apelaciones,
1,9,167,440,Other court,Singapore,Singapur,,República de Singapur,singapurense,,Other or unspecified court,,,,,
1,1,168,441,Constitutional Court,Slovakia,Eslovaquia,,República Eslovaca,eslovaca,,Constitutional Court,,,,Tribunal Constitucional,
1,2,168,442,Supreme Court,Slovakia,Eslovaquia,,República Eslovaca,eslovaca,,Supreme Court,,najvy??í súd,,Tribunal Supremo,
1,9,168,443,Other court,Slovakia,Eslovaquia,,República Eslovaca,eslovaca,,Other or unspecified court,,,,,
1,1,169,444,Constitutional Court,Slovenia,Eslovenia,,República de Eslovenia,eslovena,,Constitutional Court,,,,Tribunal Constitucional,
1,2,169,445,Supreme Court,Slovenia,Eslovenia,,República de Eslovenia,eslovena,,Supreme Court,,Vrhovno sodi??e,,Tribunal Supremo,
1,9,169,446,Other court,Slovenia,Eslovenia,,República de Eslovenia,eslovena,,Other or unspecified court,,,,,
1,1,170,447,Court of Appeal,Solomon Islands,Islas Salomón,,Islas Salomón,salomonense,,Court of Appeal,,,,Corte de Apelaciones,
1,9,170,448,Other court,Solomon Islands,Islas Salomón,,Islas Salomón,salomonense,,Other or unspecified court,,,,,
1,1,171,449,Supreme court,Somalia,Somalia,,República Somalí,somalí,,Supreme court,,,,Corte Suprema,Tribunal Supremo
1,9,171,450,Other court,Somalia,Somalia,,República Somalí,somalí,,Other or unspecified court,,,,,
1,1,172,451,Constitutional Court,South Africa,Sudáfrica,,República de Sudáfrca,sudafricana,,Constitutional Court,,,,Corte Constitucional,
1,2,172,452,Supreme Court of Appeal,South Africa,Sudáfrica,,República de Sudáfrca,sudafricana,,Supreme Court of Appeal,,,,Corte Suprema de Apelaciones,
1,3,172,453,High Court,South Africa,Sudáfrica,,República de Sudáfrca,sudafricana,,High Court,,,,Alta Corte,
1,9,172,454,Other court,South Africa,Sudáfrica,,República de Sudáfrca,sudafricana,,Other or unspecified court,,,,,
1,1,173,272,Constitutional Court,South Korea,Corea del Sur,,República de Corea,surcoreana,,Constitutional Court,,,,Corte Constitucional,
1,2,173,273,Supreme Court,South Korea,Corea del Sur,,República de Corea,surcoreana,,Supreme Court,,,,Suprema Corte,
1,9,173,274,Other court,South Korea,Corea del Sur,,República de Corea,surcoreana,,Other or unspecified court,,,,,
1,1,174,455,Constitutional Court,Spain,España,,Reino de España,española,,Constitutional Court,,Tribunal Constitucional,,Tribunal Constitucional,
1,2,174,456,Supreme Court,Spain,España,,Reino de España,española,,Supreme Court,,Tribunal Supremo,,Tribunal Supremo,
1,9,174,457,Other court,Spain,España,,Reino de España,española,,Other or unspecified court,, ,,,
1,1,175,458,Supreme Court,Sri Lanka,Sri Lanka,,República Democrática y Socialista de Sri Lanka,ceilandesa,esrilanquesa,Supreme Court,,,,Corte Suprema,
1,2,175,459,Court of Appeals,Sri Lanka,Sri Lanka,,República Democrática y Socialista de Sri Lanka,ceilandesa,esrilanquesa,Court of Appeals,,,,Corte de Apelaciones,
1,9,175,460,Other court,Sri Lanka,Sri Lanka,,República Democrática y Socialista de Sri Lanka,ceilandesa,esrilanquesa,Other or unspecified court,,,,,
1,1,176,467,Constitutional Court,Sudan,Sudán,,República de Sudán,sudanesa,,Constitutional Court,,,,Corte Constitucional,
1,2,176,468,Supreme Court,Sudan,Sudán,,República de Sudán,sudanesa,,Supreme Court,,,,Corte Suprema,Tribunal de justicia
1,9,176,469,Other court,Sudan,Sudán,,República de Sudán,sudanesa,,Other or unspecified court,,,,,
1,1,177,470,Court of Justice,Suriname,Surinam,,República de Surinam,surinamesa,,Court of Justice,,,,Corte de Justicia,Tribunal de justicia
1,2,177,471,Cantonal Courts,Suriname,Surinam,,República de Surinam,surinamesa,,Cantonal Courts,,,,Cortes Cantonales,
1,9,177,472,Other court,Suriname,Surinam,,República de Surinam,surinamesa,,Other or unspecified court,,,,,
1,1,178,473,Supreme Court,Swaziland,Suazilandia,,Reino de Suazilandia,suazi,,Supreme Court,,,,Corte suprema,Tribunal Supremo
1,2,178,474,High Court,Swaziland,Suazilandia,,Reino de Suazilandia,suazi,,High Court,,,,Alta Corte,Tribunal Superior
1,9,178,475,Other court,Swaziland,Suazilandia,,Reino de Suazilandia,suazi,,Other or unspecified court,,,,,
1,1,179,476,Supreme Court (High Court of General Jurisdiction),Sweden,Suecia,,Reino de Suecia,sueca,,Supreme Court ,High Court of General Jurisdiction,Högsta domstolen,,Tribunal Supremo,
1,9,179,477,Other court,Sweden,Suecia,,Reino de Suecia,sueca,,Other or unspecified court,,,,,
1,1,180,478,Federal Supreme Court,Switzerland,Suiza,,Confederación Suiza,suiza,,Federal Supreme Court,,Tribunal Fédéral,Bundesgericht,Corte Suprema Federal,Tribunal Federal 
1,9,180,479,Other court,Switzerland,Suiza,,Confederación Suiza,suiza,,Other or unspecified court,,,,,
1,1,181,480,Supreme Constitutional Court,Syria,Siria,,República Árabe Siria,siria,,Supreme Constitutional Court,,,,Corte Constitucional,
1,2,181,481,Court of Cassation,Syria,Siria,,República Árabe Siria,siria,,Court of Cassation,,,,Corte de Casación,
1,9,181,482,Other court,Syria,Siria,,República Árabe Siria,siria,,Other or unspecified court,,,,,
1,1,182,483,Supreme Court,Taiwan,Taiwán,,República de Taiwán,taiwanesa,,Supreme Court,,Judicial Yuan,,Corte Suprema,
1,9,182,484,Other court,Taiwan,Taiwán,,República de Taiwán,taiwanesa,,Other or unspecified court,,,,,
1,1,183,485,Constitutional Court,Tajikistan,Tadjikistan,Tayikistán,República de Tayikistán,tayika,,Constitutional Court,,,,Corte Constitucional,
1,2,183,486,Supreme Court,Tajikistan,Tadjikistan,Tayikistán,República de Tayikistán,tayika,,Supreme Court,,,,Corte Suprema,
1,9,183,487,Other court,Tajikistan,Tadjikistan,Tayikistán,República de Tayikistán,tayika,,Other or unspecified court,,,,,
1,1,184,488,Permanent Commission of Enquiry,Tanzania,Tanzania,,República Unida de Tanzania,tanzana,,Permanent Commission of Enquiry,,,,Comisión Permanente de Investigación,
1,2,184,489,Court of Appeal,Tanzania,Tanzania,,República Unida de Tanzania,tanzana,,Court of Appeal,,,,Corte de Apelaciones,
1,9,184,490,Other court,Tanzania,Tanzania,,República Unida de Tanzania,tanzana,,Other or unspecified court,,,,,
1,1,185,491,Constitutional Court,Thailand,Tailandia,,Reino de Tailandia,tailandesa,,Constitutional Court,,,,Corte Constitucional,Tribunal Constitucional
1,2,185,492,Supreme Court of Justice,Thailand,Tailandia,,Reino de Tailandia,tailandesa,,Supreme Court of Justice,,Sarn Dika,,Corte Suprema de Justicia,Tribunal Supremo
1,9,185,493,Other court,Thailand,Tailandia,,Reino de Tailandia,tailandesa,,Other or unspecified court,,,,,
1,1,186,193,Supreme Court,Gambia,Gambia,,República del Gambia,gambiana,,Supreme Court,,,,Corte Suprema,
1,9,186,194,Other court,Gambia,Gambia,,República del Gambia,gambiana,,Other or unspecified court,,,,,
1,1,187,494,Supreme Court of Justice,Timor-Leste,Timor Oriental,,República Democrática de Timor Oriental,timorense,,Supreme Court of Justice,,,,Corte Suprema de Justicia,
1,2,187,495,Court of Appeals,Timor-Leste,Timor Oriental,,República Democrática de Timor Oriental,timorense,,Court of Appeals,,,,Corte de Apelaciones,
1,9,187,496,Other court,Timor-Leste,Timor Oriental,,República Democrática de Timor Oriental,timorense,,Other or unspecified court,,,,,
1,1,188,497,Supreme Court,Togo,Togo,,República Togolesa,togolesa,,Supreme Court,,,,Corte Suprema,
1,2,188,498,Court of Appeal,Togo,Togo,,República Togolesa,togolesa,,Court of Appeal,,,,Corte de Apelaciones,
1,9,188,499,Other court,Togo,Togo,,República Togolesa,togolesa,,Other or unspecified court,,,,,
1,1,189,500,Supreme Court,Tonga,Tonga,,Reino de Tonga,tongana,,Supreme Court,,,,Corte Suprema,
1,2,189,501,Court of Appeal,Tonga,Tonga,,Reino de Tonga,tongana,,Court of Appeal,,,,Corte de Apelaciones,
1,9,189,502,Other court,Tonga,Tonga,,Reino de Tonga,tongana,,Other or unspecified court,,,,,
1,1,190,503,Privy Council,Trinidad and Tobago,Trinidad y Tobago,,República de Trinidad y Tobago,trinitense,,Privy Council,,,,Comité Judicial del Consejo Privado,
1,2,190,504,Supreme Court of Judicature,Trinidad and Tobago,Trinidad y Tobago,,República de Trinidad y Tobago,trinitense,,Supreme Court of Judicature,,,,Corte Suprema de la Judicatura,
1,9,190,505,Other court,Trinidad and Tobago,Trinidad y Tobago,,República de Trinidad y Tobago,trinitense,,Other or unspecified court,,,,,
1,1,191,506,Constitutional Council,Tunisia,Túnez,,República Tunecina,tunecina,,Constitutional Council,,Conseil Constitutionnel,,Consejo Constitucional,
1,2,191,507,Court of Cassation,Tunisia,Túnez,,República Tunecina,tunecina,,Court of Cassation,,Cour de Cassation,,Corte de Casación,Tribunal de Casación
1,9,191,508,Other court,Tunisia,Túnez,,República Tunecina,tunecina,,Other or unspecified court,,,,,
1,1,192,509,Constitutional Court,Turkey,Turquía,,República de Turquía,turca,,Constitutional Court,,Anayasa Mahkemesi,,Corte Constitucional,Tribunal Constitucional
1,3,192,510,Court of Cassation,Turkey,Turquía,,República de Turquía,turca,,Court of Cassation,,,,Corte de Casación,Tribunal de Casación
1,9,192,511,Other court,Turkey,Turquía,,República de Turquía,turca,,Other or unspecified court,,,,,
1,1,193,512,Supreme Court,Turkmenistan,Turkmenistán,,República de Turkmenistán,turcomana,turkmena,Supreme Court,,,,Corte Suprema,
1,9,193,513,Other court,Turkmenistan,Turkmenistán,,República de Turkmenistán,turcomana,turkmena,Other or unspecified court,,,,,
1,1,194,514,High Court,Tuvalu,Tuvalu,,Tuvalu,tuvaluana,,High Court,,,,Alta Corte,Corte Suprema
1,9,194,515,Other court,Tuvalu,Tuvalu,,Tuvalu,tuvaluana,,Other or unspecified court,,,,,
1,1,195,516,Court of Appeal/ Constitutional Court,Uganda,Uganda,,República de Uganda,ugandesa,,Court of Appeal/ Constitutional Court,,,,Corte de Apelaciones,Corte Constitucional
1,2,195,517,Supreme court,Uganda,Uganda,,República de Uganda,ugandesa,,Supreme court,,,,Corte Suprema,
1,9,195,518,Other court,Uganda,Uganda,,República de Uganda,ugandesa,,Other or unspecified court,,,,,
1,1,196,519,Constitutional Court,Ukraine,Ucrania,,Ucrania,ucraniana,,Constitutional Court,,,,Corte Constitucional,
1,2,196,520,Supreme Court,Ukraine,Ucrania,,Ucrania,ucraniana,,Supreme Court,,,,Corte Suprema,
1,9,196,521,Other court,Ukraine,Ucrania,,Ucrania,ucraniana,,Other or unspecified court,,,,,
1,1,197,522,Court of cassation,United Arab Emirates,Emiratos Árabes Unidos,,Emiratos Árabes Unidos,emiratí,,Court of cassation,,,,Corte de Casación,
1,9,197,523,Other court,United Arab Emirates,Emiratos Árabes Unidos,,Emiratos Árabes Unidos,emiratí,,Other or unspecified court,,,,,
1,1,198,524,Supreme Court,United Kingdom,Reino Unido,Inglaterra,Reino Unido de Gran Bretaña e Irlanda del Norte,inglesa,británica,Supreme Court,,,,Tribunal Supremo,
1,2,198,525,House of Lords,United Kingdom,Reino Unido,Inglaterra,Reino Unido de Gran Bretaña e Irlanda del Norte,inglesa,británica,House of Lords,,,,Cámara de los Lores,
1,3,198,526,Privy Council,United Kingdom,Reino Unido,Inglaterra,Reino Unido de Gran Bretaña e Irlanda del Norte,inglesa,británica,Privy Council,,,,Comité Judicial del Consejo Privado,
1,9,198,527,Other court,United Kingdom,Reino Unido,Inglaterra,Reino Unido de Gran Bretaña e Irlanda del Norte,inglesa,británica,Other or unspecified court,,,,,
1,1,199,528,Supreme Court,United States,Estados Unidos,,Estados Unidos de América,americana,,Supreme Court,,,,Corte Suprema,Tribunal Supremo
1,2,199,529,Court of Appeal,United States,Estados Unidos,,Estados Unidos de América,americana,,Court of Appeal,,,,Corte de Apelaciones,
1,9,199,530,Other court,United States,Estados Unidos,,Estados Unidos de América,americana,,Other or unspecified court,,,,,
1,1,200,531,Supreme Court,Uruguay,Uruguay,,República Oriental del Uruguay,uruguaya,,Supreme Court,,,,Suprema Corte de Justicia,Corte Suprema
1,9,200,532,Other court,Uruguay,Uruguay,,República Oriental del Uruguay,uruguaya,,Other or unspecified court,,,,,
1,1,201,533,Constitutional Court,Uzbekistan,Uzbekistán,,República de Uzbekistán,uzbeka,,Constitutional Court,,,,Corte Constitucional,
1,2,201,534,Supreme Court,Uzbekistan,Uzbekistán,,República de Uzbekistán,uzbeka,,Supreme Court,,,,Corte Suprema,
1,9,201,535,Other court,Uzbekistan,Uzbekistán,,República de Uzbekistán,uzbeka,,Other or unspecified court,,,,,
1,1,202,536,Supreme Court,Vanuatu,Vanuatu,,República de Vanuatu,vanuatuense,,Supreme Court,,,,Corte Suprema,Suprema Corte
1,9,202,537,Other court,Vanuatu,Vanuatu,,República de Vanuatu,vanuatuense,,Other or unspecified court,,,,,
1,1,203,538,Supreme Tribunal of Justice,Venezuela,Venezuela,,República Bolivariana de Venezuela,venezolana,,Supreme Tribunal of Justice,,Tribunal Supremo de Justicia,,Tribunal Supremo de Justicia,
1,9,203,539,Other court,Venezuela,Venezuela,,República Bolivariana de Venezuela,venezolana,,Other or unspecified court,,,,,
1,1,204,540,Supreme People's Court,Vietnam,Vietnam,,República Socialista de Vietnam,vietnamita,,Supreme People's Court,,,,Corte Suprema de Justicia Popular,
1,9,204,541,Other court,Vietnam,Vietnam,,República Socialista de Vietnam,vietnamita,,Other or unspecified court,,,,,
1,1,205,542,US District Court of the Virgin Islands,Virgin Islands,Islas Vírgenes,,Islas Vírgenes,virgenense,,US District Court of the Virgin Islands,,,,Corte Distrital de las Islas Vírgenes,
1,2,205,543,Superior Court,Virgin Islands,Islas Vírgenes,,Islas Vírgenes,virgenense,,Superior Court,,,,Corte Superior,
1,9,205,544,Other court,Virgin Islands,Islas Vírgenes,,Islas Vírgenes,virgenense,,Other or unspecified court,,,,,
1,1,206,545,Supreme Court,Yemen,Yemen,,República del Yemen,yemení,,Supreme Court,,,,Corte Suprema,
1,9,206,546,Other court,Yemen,Yemen,,República del Yemen,yemení,,Other or unspecified court,,,,,
1,1,207,547,Supreme Court,Zambia,Zambia,,República de Zambia,zambiana,,Supreme Court,,,,Corte Suprema,
1,9,207,548,Other court,Zambia,Zambia,,República de Zambia,zambiana,,Other or unspecified court,,,,,
1,1,208,549,Supreme Court,Zimbabwe,Zimbabwe,Zimbabue,República de Zimbabue,zimbabuense,,Supreme Court,,,,Corte Suprema,
1,2,208,550,High Court,Zimbabwe,Zimbabwe,Zimbabue,República de Zimbabue,zimbabuense,,High Court,,,,Alta Corte,
1,9,208,551,Other court,Zimbabwe,Zimbabwe,Zimbabue,República de Zimbabue,zimbabuense,,Other or unspecified court,,,,,
1,1,209,552,Supreme Court of the Union,Myanmar,Myanmar,Birmania,,birmana,,Supreme Court of the Union,,,,Corte Suprema de la Union,
1,9,209,553,Other or unspecified court,Myanmar,Myanmar,Birmania,,birmana,,Other or unspecified court,,,,,